issue_id,user_id,issue_type,description,reported_date,status,priority,app_version
1853,539,Data Loss,Data not syncing with server,2025-03-24 18:21:35,Resolved,Critical,2.2.8
1854,637,Data Loss,Login button not responding on Android,2025-08-06 19:25:45,Resolved,High,3.2.8
1855,304,Performance,Slow performance on home screen,2025-05-29 19:16:07,In Progress,High,3.6.5
1856,120,Crash,App crashes when opening settings,2025-04-29 07:16:05,Open,High,3.8.7
1857,954,Data Loss,Location services not detecting city,2025-07-15 16:04:28,Open,Low,5.9.0
1858,334,Network,App version mismatch after update,2025-06-12 11:27:42,Open,Critical,5.4.6
1859,579,UI Bug,Dark mode not applied on some screens,2025-01-31 05:48:46,In Progress,Low,3.2.5
1860,964,Crash,Data not syncing with server,2025-04-10 14:28:46,Open,Critical,2.4.5
1861,4,Crash,Payment gateway fails at checkout,2025-05-25 11:44:02,In Progress,Critical,3.5.3
1862,23,Other,UI elements overlap on small screen,2025-07-24 14:21:23,In Progress,Low,5.2.0
1863,499,Data Loss,Push notifications show duplicate messages,2025-03-29 09:36:40,Open,Low,5.4.5
1864,890,Performance,Dark mode not applied on some screens,2025-04-22 07:30:18,In Progress,Critical,2.1.1
1865,281,Other,App crashes when opening settings,2025-07-06 16:20:42,Open,Critical,2.5.7
1866,11,Data Loss,Data lost after app update,2025-07-01 02:56:37,Resolved,Critical,1.2.6
1867,412,Data Loss,UI elements overlap on small screen,2025-05-14 05:32:13,In Progress,Medium,4.7.9
1868,368,Performance,Data lost after app update,2025-07-25 10:59:09,In Progress,Medium,4.4.8
1869,631,Network,Keyboard hides input field on iOS,2025-07-24 01:26:07,Resolved,Low,5.5.4
1870,849,UI Bug,Login button not responding on Android,2025-08-22 11:33:02,Open,High,1.3.8
1871,934,Performance,Data not syncing with server,2024-10-23 15:06:09,In Progress,High,4.2.2
1872,487,Crash,Notifications are not received,2024-10-04 06:21:05,In Progress,Low,5.6.7
1873,268,Other,Data lost after app update,2024-12-27 00:20:46,Resolved,High,1.0.3
1874,584,Data Loss,Notifications are not received,2025-08-09 21:37:57,Open,Medium,3.6.0
1875,214,Crash,Crash when switching app language,2024-09-08 22:13:12,Resolved,Medium,4.4.3
1876,479,Data Loss,App crashes when opening settings,2025-08-26 13:13:38,Resolved,Low,4.7.3
1877,569,Performance,Scrolling is not smooth,2025-01-23 20:11:59,In Progress,Medium,1.5.0
1878,758,Performance,Notifications are not received,2024-10-03 10:07:37,Resolved,Critical,4.6.0
1879,841,UI Bug,Data not syncing with server,2025-03-11 21:58:49,Open,Medium,1.0.9
1880,622,Network,Data not syncing with server,2025-05-17 23:08:24,Open,Critical,5.6.3
1881,824,Crash,Data lost after app update,2024-10-25 16:01:39,Resolved,High,2.4.2
1882,51,Data Loss,Scrolling is not smooth,2025-05-12 08:09:50,In Progress,Critical,5.2.6
1883,618,Crash,App freezes after login,2025-07-30 17:59:49,In Progress,Critical,4.7.8
1884,891,Performance,Data lost after app update,2024-10-19 22:44:27,Resolved,High,3.3.9
1885,785,UI Bug,Data lost after app update,2025-04-01 05:05:37,Resolved,Low,4.9.5
1886,830,Data Loss,Location services not detecting city,2025-03-12 07:24:21,Open,Critical,3.8.5
1887,506,Performance,Payment gateway fails at checkout,2024-10-10 01:32:07,Resolved,Medium,3.6.3
1888,916,Performance,Notifications are not received,2025-02-23 19:38:51,Open,Medium,1.4.2
1889,142,UI Bug,Location services not detecting city,2025-03-18 21:23:12,Resolved,High,5.9.7
1890,408,UI Bug,Notifications are not received,2024-11-25 16:22:55,Resolved,High,3.1.2
1891,773,Crash,Data lost after app update,2025-01-12 07:01:45,Resolved,Critical,5.8.9
1892,635,UI Bug,Login button not responding on Android,2024-12-20 10:05:05,Open,Medium,5.5.4
1893,840,Performance,Notifications are not received,2025-02-22 06:42:40,In Progress,Critical,1.8.5
1894,318,UI Bug,Slow performance on home screen,2024-10-27 01:02:28,Resolved,Critical,4.5.0
1895,293,Other,Login button not responding on Android,2025-06-12 04:21:04,Open,Critical,2.7.4
1896,520,Other,Login button not responding on Android,2025-01-25 15:43:07,Open,High,2.6.2
1897,178,Data Loss,App logs out automatically,2024-09-23 05:47:00,In Progress,High,3.1.7
1898,659,UI Bug,Error message displayed incorrectly,2025-07-25 13:30:17,In Progress,High,5.0.9
1899,783,Performance,UI elements overlap on small screen,2025-05-16 04:18:19,Open,Critical,2.5.9
1900,783,Crash,App freezes after login,2024-11-22 22:54:08,Resolved,High,5.7.6
1901,44,Data Loss,Scrolling is not smooth,2024-11-28 00:09:20,In Progress,Critical,1.8.8
1902,278,Network,Error message displayed incorrectly,2025-02-26 23:22:34,Resolved,Medium,1.7.4
1903,700,UI Bug,Profile picture upload not working,2024-11-14 15:17:49,Resolved,Critical,3.4.5
1904,875,Performance,Slow performance on home screen,2024-12-17 15:41:33,Resolved,Critical,5.3.4
1905,826,Crash,Payment gateway fails at checkout,2025-08-24 05:17:36,Resolved,Low,1.1.6
1906,624,Performance,Payment gateway fails at checkout,2025-04-02 10:49:53,In Progress,Low,1.3.5
1907,162,UI Bug,App version mismatch after update,2025-05-07 15:02:22,Resolved,Low,3.8.7
1908,734,Network,App version mismatch after update,2024-09-12 11:34:03,Resolved,Critical,3.4.2
1909,28,Performance,App logs out automatically,2024-10-13 16:19:55,Open,Low,3.6.2
1910,551,Network,Data not syncing with server,2025-01-18 14:06:23,In Progress,High,4.1.6
1911,609,Other,Login button not responding on Android,2025-01-12 23:44:11,Resolved,Low,5.1.8
1912,47,Crash,App logs out automatically,2025-04-23 03:11:00,Resolved,Critical,4.0.8
1913,100,Crash,Slow performance on home screen,2025-07-24 19:14:06,Resolved,Low,3.5.2
1914,387,Crash,Slow performance on home screen,2024-11-17 14:55:42,Open,Low,3.6.6
1915,623,Network,Location services not detecting city,2024-09-17 16:52:24,Open,High,5.5.8
1916,382,Performance,Login button not responding on Android,2025-03-02 10:39:08,In Progress,Critical,1.9.9
1917,992,Performance,Location services not detecting city,2025-06-29 13:18:34,In Progress,Low,1.1.0
1918,449,Crash,Data not syncing with server,2024-11-13 01:45:52,Resolved,Critical,2.4.1
1919,708,UI Bug,App logs out automatically,2025-05-16 13:21:28,Open,High,4.0.3
1920,1000,Performance,Dark mode not applied on some screens,2025-03-17 02:16:18,Open,Critical,2.1.6
1921,54,Performance,Payment gateway fails at checkout,2025-01-03 14:57:46,In Progress,Medium,4.3.8
1922,74,Crash,Notifications are not received,2024-12-03 14:45:47,In Progress,High,1.4.6
1923,710,Data Loss,Scrolling is not smooth,2024-09-23 03:48:36,Open,Critical,4.1.2
1924,877,Crash,Error message displayed incorrectly,2025-05-30 13:19:37,In Progress,Low,1.2.0
1925,249,Other,Keyboard hides input field on iOS,2024-09-08 13:06:31,Resolved,Critical,4.9.0
1926,767,UI Bug,Data lost after app update,2025-04-26 15:43:24,Open,Medium,1.3.5
1927,340,Network,Data lost after app update,2025-07-20 12:51:54,Open,Low,2.2.2
1928,235,Crash,Login button not responding on Android,2025-07-27 12:17:04,Resolved,High,3.7.7
1929,603,Network,App logs out automatically,2024-09-16 06:31:25,In Progress,Critical,1.9.1
1930,456,Data Loss,App crashes when opening settings,2025-02-10 06:13:39,Open,High,1.4.2
1931,469,Network,Slow performance on home screen,2025-09-04 11:37:22,In Progress,Low,4.1.4
1932,242,Crash,Slow performance on home screen,2025-07-11 05:35:24,Open,Critical,1.6.4
1933,978,UI Bug,Push notifications show duplicate messages,2024-11-24 00:17:04,In Progress,Critical,2.5.0
1934,822,Other,Keyboard hides input field on iOS,2025-07-24 08:58:15,Open,Low,4.9.4
1935,128,Crash,Search results take too long to load,2025-06-11 07:27:21,Resolved,Critical,2.0.4
1936,477,UI Bug,Data lost after app update,2024-09-08 08:15:02,Resolved,Critical,5.7.1
1937,647,Crash,Keyboard hides input field on iOS,2024-11-18 19:45:32,Open,Low,5.7.0
1938,155,Performance,Crash when switching app language,2025-02-19 12:52:43,In Progress,Medium,3.4.6
1939,853,Performance,Notifications are not received,2024-09-23 20:28:16,Open,Critical,4.9.0
1940,960,UI Bug,App logs out automatically,2024-11-29 14:31:32,In Progress,High,3.9.8
1941,431,Other,Search results take too long to load,2025-07-21 08:04:42,Resolved,High,4.6.5
1942,765,UI Bug,App crashes when opening settings,2025-08-20 02:45:47,Open,High,5.9.3
1943,12,Performance,Slow performance on home screen,2025-01-16 15:54:23,Open,Low,3.9.5
1944,920,Network,Scrolling is not smooth,2025-08-09 08:27:26,In Progress,Medium,1.2.4
1945,368,Performance,App freezes after login,2025-04-03 13:25:15,Open,Critical,4.9.6
1946,676,Network,Dark mode not applied on some screens,2025-06-10 12:00:20,Open,High,2.4.7
1947,936,Crash,Data lost after app update,2025-01-31 22:11:23,Resolved,High,2.4.7
1948,406,Data Loss,App freezes after login,2025-07-01 08:39:13,In Progress,High,3.2.1
1949,32,Network,Keyboard hides input field on iOS,2024-10-03 16:59:23,In Progress,High,5.3.7
1950,944,UI Bug,Profile picture upload not working,2024-09-09 23:57:25,In Progress,Medium,4.6.4
1951,693,Data Loss,Error message displayed incorrectly,2025-07-31 03:10:00,Open,Critical,1.6.9
1952,815,UI Bug,Push notifications show duplicate messages,2024-12-09 18:32:47,Open,High,2.5.1
1953,735,Performance,Dark mode not applied on some screens,2025-01-06 18:43:54,In Progress,Low,3.3.8
1954,566,Crash,Crash when switching app language,2025-04-11 00:47:55,Resolved,Medium,3.0.5
1955,966,Other,Data not syncing with server,2025-02-23 06:51:56,In Progress,High,2.9.5
1956,555,Crash,App crashes when opening settings,2025-02-27 23:23:10,In Progress,Medium,4.5.8
1957,778,UI Bug,Push notifications show duplicate messages,2025-05-12 12:03:05,Open,Medium,4.0.8
1958,56,Performance,Slow performance on home screen,2025-08-13 13:39:29,In Progress,Critical,3.0.2
1959,13,UI Bug,Location services not detecting city,2025-02-24 16:45:04,Open,Critical,3.8.8
1960,173,Data Loss,Dark mode not applied on some screens,2025-04-28 17:36:29,In Progress,Low,2.8.1
1961,297,Other,App logs out automatically,2025-07-05 06:29:33,Resolved,Medium,5.8.2
1962,820,Other,App logs out automatically,2025-04-10 08:52:53,Resolved,Medium,5.9.5
1963,17,Crash,Error message displayed incorrectly,2024-10-09 18:39:26,Resolved,High,1.8.8
1964,768,Other,Data not syncing with server,2024-10-03 09:18:04,In Progress,High,2.9.2
1965,472,Performance,App crashes when opening settings,2024-10-23 14:39:46,Open,Medium,4.6.7
1966,989,Crash,Crash when switching app language,2025-07-21 08:32:46,In Progress,Critical,5.6.2
1967,591,UI Bug,Dark mode not applied on some screens,2024-09-14 00:39:24,In Progress,Medium,4.8.6
1968,705,Network,Dark mode not applied on some screens,2024-09-24 20:28:58,Resolved,Low,4.5.0
1969,80,Other,Location services not detecting city,2025-06-10 17:51:19,In Progress,Critical,4.7.7
1970,575,Other,App version mismatch after update,2024-11-11 05:36:57,Open,Low,4.6.3
1971,332,Crash,Payment gateway fails at checkout,2024-09-23 19:08:39,Open,Medium,5.5.0
1972,388,UI Bug,Dark mode not applied on some screens,2025-03-06 05:21:40,In Progress,Critical,1.0.6
1973,402,Crash,UI elements overlap on small screen,2025-05-02 12:07:39,Open,Critical,3.1.1
1974,117,Crash,App freezes after login,2025-04-26 12:20:29,In Progress,Low,5.6.0
1975,340,Other,Profile picture upload not working,2025-07-05 09:36:39,Open,High,3.8.4
1976,113,UI Bug,Data not syncing with server,2025-08-22 19:42:53,Open,Low,5.8.8
1977,156,Crash,UI elements overlap on small screen,2024-10-05 05:47:47,Open,Medium,5.3.1
1978,425,Crash,Scrolling is not smooth,2025-07-19 08:57:29,In Progress,Medium,5.5.8
1979,52,UI Bug,App freezes after login,2025-01-20 14:04:32,Open,Critical,5.8.2
1980,852,Network,Data lost after app update,2025-08-30 07:26:28,In Progress,Low,2.3.6
1981,837,Network,Slow performance on home screen,2025-02-07 11:38:58,In Progress,Medium,5.8.6
1982,1000,Data Loss,App crashes when opening settings,2025-04-15 04:32:17,Open,Medium,1.2.9
1983,916,Network,App version mismatch after update,2025-04-03 08:37:48,Open,Medium,1.9.6
1984,35,Network,Profile picture upload not working,2025-04-24 09:31:15,Open,Low,5.4.5
1985,166,Performance,Slow performance on home screen,2025-04-11 07:54:00,Open,Critical,5.9.7
1986,813,UI Bug,App freezes after login,2025-07-28 07:27:34,Resolved,High,1.7.2
1987,972,Network,Push notifications show duplicate messages,2024-11-11 11:49:54,Open,Low,3.0.5
1988,803,Crash,App freezes after login,2024-12-24 02:20:52,In Progress,Medium,4.0.3
1989,985,UI Bug,Crash when switching app language,2024-10-21 09:43:55,Resolved,Medium,2.6.5
1990,45,UI Bug,Payment gateway fails at checkout,2024-11-18 11:47:17,Resolved,Critical,4.5.2
1991,60,Crash,App crashes when opening settings,2025-04-12 03:54:25,Open,Low,4.1.0
1992,884,Network,Payment gateway fails at checkout,2025-01-14 02:56:10,Open,Critical,5.3.5
1993,979,Network,Crash when switching app language,2025-06-29 01:52:51,Open,High,2.5.9
1994,407,Other,App logs out automatically,2024-11-12 09:41:10,Open,Medium,2.7.7
1995,423,Other,App logs out automatically,2025-02-28 16:41:02,Open,Medium,2.3.0
1996,154,Crash,App version mismatch after update,2025-02-18 20:40:15,Open,Medium,4.1.0
1997,232,Network,Push notifications show duplicate messages,2025-07-13 06:27:55,Open,Low,2.4.8
1998,98,Data Loss,Data not syncing with server,2024-11-05 00:02:23,In Progress,Critical,5.3.1
1999,107,Other,Data not syncing with server,2025-08-31 07:05:17,In Progress,High,3.1.3
2000,11,Other,Push notifications show duplicate messages,2024-09-08 06:43:16,Open,Critical,2.9.0
2001,388,Network,App freezes after login,2025-06-13 12:54:52,In Progress,High,1.6.3
2002,726,UI Bug,Keyboard hides input field on iOS,2024-12-15 12:50:59,Resolved,Medium,1.8.3
2003,280,Performance,Keyboard hides input field on iOS,2024-12-10 14:32:51,Open,High,4.8.4
2004,253,Network,Data not syncing with server,2024-09-14 21:29:27,Open,Low,2.5.0
2005,275,UI Bug,App version mismatch after update,2025-08-10 20:09:03,Resolved,Low,3.8.8
2006,794,Crash,Notifications are not received,2025-08-02 21:38:51,Resolved,Low,2.0.6
2007,545,UI Bug,Location services not detecting city,2024-12-29 10:35:47,In Progress,Medium,4.6.3
2008,48,Network,Scrolling is not smooth,2025-09-06 12:54:23,Open,High,2.0.0
2009,72,Crash,UI elements overlap on small screen,2024-09-27 03:54:59,Resolved,Low,1.5.7
2010,676,Other,Keyboard hides input field on iOS,2025-01-05 10:24:00,Open,Low,2.5.8
2011,75,Data Loss,Location services not detecting city,2024-11-21 15:09:05,In Progress,Medium,2.2.3
2012,36,UI Bug,Payment gateway fails at checkout,2024-09-25 16:19:33,Open,Critical,1.2.7
2013,194,Performance,Error message displayed incorrectly,2025-03-04 06:58:18,Open,Low,4.7.6
2014,400,Other,Payment gateway fails at checkout,2024-10-03 07:36:13,Resolved,Low,3.5.9
2015,365,Other,Dark mode not applied on some screens,2025-04-07 10:04:37,In Progress,Critical,2.1.3
2016,931,Other,App logs out automatically,2024-10-10 13:45:49,Open,Medium,4.4.9
2017,951,Network,Scrolling is not smooth,2025-03-04 12:30:12,Resolved,Low,4.4.8
2018,179,UI Bug,Slow performance on home screen,2024-10-14 16:54:43,In Progress,High,4.7.6
2019,583,Other,Data lost after app update,2025-07-18 19:56:45,In Progress,Low,3.4.0
2020,139,Other,App logs out automatically,2024-11-25 15:11:58,Open,Critical,3.9.2
2021,507,Performance,App crashes when opening settings,2025-01-20 20:14:34,Resolved,Low,3.9.4
2022,972,UI Bug,Dark mode not applied on some screens,2025-02-05 07:27:27,Resolved,High,2.4.6
2023,868,UI Bug,Scrolling is not smooth,2025-05-18 00:23:29,Resolved,High,3.6.0
2024,810,Network,Dark mode not applied on some screens,2025-03-30 23:16:38,In Progress,Low,4.5.6
2025,271,UI Bug,App version mismatch after update,2025-08-24 08:18:02,Resolved,High,3.1.7
2026,891,Crash,Push notifications show duplicate messages,2025-02-27 12:59:02,In Progress,Low,3.1.0
2027,916,Crash,Slow performance on home screen,2024-10-06 21:10:03,Resolved,Medium,2.9.6
2028,626,Data Loss,Data lost after app update,2025-03-08 02:22:30,Resolved,Low,1.4.2
2029,853,Performance,Payment gateway fails at checkout,2025-07-26 04:26:22,Open,Low,1.8.2
2030,210,Network,Keyboard hides input field on iOS,2024-10-12 13:19:12,Open,Low,4.2.7
2031,5,Network,Dark mode not applied on some screens,2025-08-29 06:39:28,In Progress,High,2.4.0
2032,283,Performance,Login button not responding on Android,2025-01-18 20:09:20,In Progress,High,3.8.9
2033,850,Network,Dark mode not applied on some screens,2025-07-06 09:23:31,Open,Critical,1.7.1
2034,979,Performance,Scrolling is not smooth,2025-07-09 07:47:21,Resolved,Low,4.3.8
2035,124,Crash,Error message displayed incorrectly,2024-09-19 23:44:33,Open,Low,1.4.6
2036,155,Data Loss,Scrolling is not smooth,2025-04-08 19:26:41,Open,Medium,2.4.7
2037,166,Network,Payment gateway fails at checkout,2024-09-29 14:54:51,Open,Critical,2.1.3
2038,348,Performance,Scrolling is not smooth,2024-10-06 14:09:45,In Progress,Medium,4.7.8
2039,696,Network,Scrolling is not smooth,2025-04-18 04:52:14,Open,Low,1.7.1
2040,915,UI Bug,Keyboard hides input field on iOS,2025-02-24 10:17:46,Open,High,2.5.9
2041,542,Data Loss,Dark mode not applied on some screens,2025-04-08 02:34:03,Open,Medium,1.6.9
2042,189,Data Loss,Push notifications show duplicate messages,2025-01-12 22:14:36,Resolved,Medium,5.5.1
2043,724,UI Bug,Push notifications show duplicate messages,2025-06-15 11:27:24,Open,Low,3.5.3
2044,592,Network,Scrolling is not smooth,2024-10-15 11:54:13,Open,Low,5.5.5
2045,273,Data Loss,Data lost after app update,2024-12-23 03:19:19,Resolved,Low,2.9.8
2046,321,Network,Scrolling is not smooth,2025-02-23 06:41:10,Resolved,Critical,4.9.5
